"","uid","X","text","option_id_1","option_id_2","option_id_3","option_id_4","option_id_5","option_id_6","option_text_1","option_text_2","option_text_3","option_text_4","option_text_5","option_text_6","Tags"
"3691","5223@1",1369,"A government sets a limit on the price a utility company can charge its customers over the next 3 years. This is an example of a(n) ________.",23335,23336,23337,23338,NA,NA,"cost-plus regulation","barrier to entry","price cap regulation","efficient solution",NA,NA,"ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:n,dok:2,book:stax-econ,book:stax-micro,lo:stax-econ:11-3-3,id:stax-econ:1639,cnxmod:306dfeef-9b93-493e-8236-1f1fdceeb634"
"3692","5223@1",1369,"A government sets a limit on the price a utility company can charge its customers over the next 3 years. This is an example of a(n) ________.",23335,23336,23337,23338,NA,NA,"cost-plus regulation","barrier to entry","price cap regulation","efficient solution",NA,NA,"ost-type:concept-coach,blooms:1,time:short,dok:2,book:stax-econ,book:stax-micro,lo:stax-econ:11-3-3,exid:stax-econ:1639,context-cnxmod:306dfeef-9b93-493e-8236-1f1fdceeb634,type:conceptual-or-recall"
"3693","5224@1",51,"A higher rate of return in a nation’s economy will do which of the following?",23339,23340,23341,23342,NA,NA,"increase the exchange rate for its currency","spark a recession","increase the pace of outsourcing","push up the productivity of its workers",NA,NA,"ost-type:concept-coach,display:multiple-choice,requires-choices:y,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-macro,lo:stax-econ:29-1-3,id:stax-econ:1185,cnxmod:852a8c13-44c4-48bb-8eda-9da91e61c9de"
"3694","5224@1",51,"A higher rate of return in a nation’s economy will do which of the following?",23339,23340,23341,23342,NA,NA,"increase the exchange rate for its currency","spark a recession","increase the pace of outsourcing","push up the productivity of its workers",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-macro,lo:stax-econ:29-1-3,exid:stax-econ:1185,context-cnxmod:852a8c13-44c4-48bb-8eda-9da91e61c9de,type:conceptual-or-recall"
"3695","5224@3",4931,"All else equal, a higher rate of return on investment in a country will do which of the following?",252166,252167,252168,252169,NA,NA,"spark a recession","increase the exchange rate for its currency","increase the pace of outsourcing","push up the productivity of its workers",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-macro,lo:stax-econ:29-1-3,exid:stax-econ:1185,context-cnxmod:852a8c13-44c4-48bb-8eda-9da91e61c9de,type:conceptual-or-recall"
"3696","5225@1",1194,"A higher wage means more money, but also more opportunity to take time off. This idea illustrates the ________ tradeoff.",23343,23344,23345,23346,NA,NA,"labor-leisure","utility-wage","price-cost","production possibilities",NA,NA,"ost-type:concept-coach,blooms:1,time:short,dok:2,book:stax-econ,book:stax-micro,lo:stax-econ:6-3-2,exid:stax-econ:1593,context-cnxmod:50b75e6e-8249-420e-be90-3e86b619ca40,type:conceptual-or-recall"
"3697","5225@1",1194,"A higher wage means more money, but also more opportunity to take time off. This idea illustrates the ________ tradeoff.",23343,23344,23345,23346,NA,NA,"labor-leisure","utility-wage","price-cost","production possibilities",NA,NA,"ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:n,dok:2,book:stax-econ,book:stax-micro,lo:stax-econ:6-3-2,id:stax-econ:1593,cnxmod:50b75e6e-8249-420e-be90-3e86b619ca40"
"3698","5226@1",463,"A key assumption of neoclassical economics is ________; that is, economic agents can obtain information on price, utility, quality, and production methods.",23347,23348,23349,23350,NA,NA,"information is costly","perfect information","not everyone has the same information","not everyone can obtain information",NA,NA,"ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-micro,lo:stax-econ:16-1-1,id:stax-econ:615,cnxmod:3694565a-4bef-42d2-9652-c602c78870d4"
"3699","5226@1",463,"A key assumption of neoclassical economics is ________; that is, economic agents can obtain information on price, utility, quality, and production methods.",23347,23348,23349,23350,NA,NA,"information is costly","perfect information","not everyone has the same information","not everyone can obtain information",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-micro,lo:stax-econ:16-1-1,exid:stax-econ:615,context-cnxmod:3694565a-4bef-42d2-9652-c602c78870d4,type:conceptual-or-recall"
"3700","5227@1",1245,"A Keynesian economist would most likely accept that the government should _____.",23351,23352,23353,23354,NA,NA,"adjust its fiscal policy in order to achieve steady economic growth by maintaining an appropriate level of aggregate demand","set prices and wages to ensure that the needs of consumers and producers are appropriately balanced","control critical industries to ensure that aggregate demand matches aggregate supply throughout most of the economy","allow market forces to determine economic outcomes except when the economy is in severe crisis",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-macro,lo:stax-econ:25-4-1,exid:stax-econ:1462,context-cnxmod:c5701cce-b8d5-48ef-b2a0-0ca38394334b,type:conceptual-or-recall"
"3701","5227@1",1245,"A Keynesian economist would most likely accept that the government should _____.",23351,23352,23353,23354,NA,NA,"adjust its fiscal policy in order to achieve steady economic growth by maintaining an appropriate level of aggregate demand","set prices and wages to ensure that the needs of consumers and producers are appropriately balanced","control critical industries to ensure that aggregate demand matches aggregate supply throughout most of the economy","allow market forces to determine economic outcomes except when the economy is in severe crisis",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,book:stax-econ,book:stax-macro,lo:stax-econ:25-4-1,id:stax-econ:1462,cnxmod:c5701cce-b8d5-48ef-b2a0-0ca38394334b"
"3702","5227@3",4945,"A Keynesian economist would most likely argue that the government should _____.",251942,251943,251944,251945,NA,NA,"set prices and wages to ensure that the needs of consumers and producers are appropriately balanced","control critical industries to ensure that aggregate demand matches aggregate supply throughout most of the economy","adjust its fiscal policy in order to achieve steady economic growth by maintaining an appropriate level of aggregate demand","allow market forces to determine economic outcomes except when the economy is in severe crisis",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-macro,lo:stax-econ:25-4-1,exid:stax-econ:1462,context-cnxmod:c5701cce-b8d5-48ef-b2a0-0ca38394334b,type:conceptual-or-recall"
"3703","5228@1",1401,"A Lorenz curve is a graph of the relationship between ________ and the cumulative share of the population.",23355,23356,23357,23358,NA,NA,"the cumulative share of employment","the cumulative share of savings","the cumulative share of income","the cumulative share of wages",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:14-4-3,id:stax-econ:552,cnxmod:1640eec3-0cc6-42f8-896c-b13c99ff82f3"
"3704","5228@1",1401,"A Lorenz curve is a graph of the relationship between ________ and the cumulative share of the population.",23355,23356,23357,23358,NA,NA,"the cumulative share of employment","the cumulative share of savings","the cumulative share of income","the cumulative share of wages",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:14-4-3,exid:stax-econ:552,context-cnxmod:1640eec3-0cc6-42f8-896c-b13c99ff82f3,type:conceptual-or-recall"
"3705","5228@2",5385,"A Lorenz curve is a graph of the relationship between ________ and the cumulative share of the population.",264467,264468,264469,264470,NA,NA,"the cumulative share of income","the cumulative share of employment","the cumulative share of savings","the cumulative share of wages",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:14-4-3,exid:stax-econ:552,context-cnxmod:1640eec3-0cc6-42f8-896c-b13c99ff82f3,type:conceptual-or-recall"
"3706","5229@1",3410,"A market-oriented economy is more vulnerable to global economic fluctuations than a command economy because _____.",23359,23360,23361,23362,NA,NA,"free trade policies make international trade more important to a country’s economy","governments in market-oriented countries typically run larger deficits","command economies are able to grow even with protectionist policies in place","productivity gains are usually faster in command economies",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:34-5-2,exid:stax-econ:1545,context-cnxmod:5d09494c-3feb-4274-8e97-6386c5be0f93,type:conceptual-or-recall"
"3707","5229@2",4826,"A market-oriented economy is more vulnerable to global economic fluctuations than a command economy because _____.",252614,252615,252616,252617,NA,NA,"governments in market-oriented countries typically run larger deficits","command economies are able to grow even with protectionist policies in place","productivity gains are usually faster in command economies","free trade policies make international trade more important to a country’s economy",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:34-5-2,exid:stax-econ:1545,context-cnxmod:5d09494c-3feb-4274-8e97-6386c5be0f93,type:conceptual-or-recall"
"3708","5230@1",1119,"A monopolistic competitor advertises in order to _____.",23363,23364,23365,23366,NA,NA,"increase demand for its product","achieve allocative efficiency","sell its products more cheaply than the competition","normalize its profits",NA,NA,"ost-type:concept-coach,blooms:1,time:short,dok:2,book:stax-econ,book:stax-micro,lo:stax-econ:10-1-4,exid:stax-econ:1625,context-cnxmod:854de1d7-683b-4ee8-8ffe-0ad048f0a48b,type:conceptual-or-recall"
"3709","5230@1",1119,"A monopolistic competitor advertises in order to _____.",23363,23364,23365,23366,NA,NA,"increase demand for its product","achieve allocative efficiency","sell its products more cheaply than the competition","normalize its profits",NA,NA,"ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:n,dok:2,book:stax-econ,book:stax-micro,lo:stax-econ:10-1-4,id:stax-econ:1625,cnxmod:854de1d7-683b-4ee8-8ffe-0ad048f0a48b"
"3710","5231@1",1117,"A monopoly achieves allocative efficiency when it produces at a level where _____.",23367,23368,23369,23370,NA,NA,"the marginal benefit to society equals marginal cost","its normal profit is the same as its economic profit","marginal cost equals marginal revenue","the marginal cost of negative externalities is zero",NA,NA,"ost-type:concept-coach,blooms:1,time:short,dok:2,book:stax-econ,book:stax-micro,context-cnxmod:c461a1fe-31e9-4c5a-bf55-516ce21aadb5,lo:stax-econ:9-2-4,exid:stax-econ:1621,type:conceptual-or-recall"
"3711","5231@1",1117,"A monopoly achieves allocative efficiency when it produces at a level where _____.",23367,23368,23369,23370,NA,NA,"the marginal benefit to society equals marginal cost","its normal profit is the same as its economic profit","marginal cost equals marginal revenue","the marginal cost of negative externalities is zero",NA,NA,"ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:n,dok:2,book:stax-econ,book:stax-micro,cnxmod:c461a1fe-31e9-4c5a-bf55-516ce21aadb5,lo:stax-econ:9-2-4,id:stax-econ:1621"
"3712","5232@1",345,"A perfectly inelastic demand curve has an elasticity equal to ______ and is a _______ line.",23371,23372,23373,23374,NA,NA,"zero, horizontal","zero, vertical","infinity, horizontal","infinity, vertical",NA,NA,"ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:n,dok:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:5-2-1,id:stax-econ:1586,cnxmod:ca0ce46f-c92b-4c2c-bdea-ea964f4cb0aa"
"3713","5232@1",345,"A perfectly inelastic demand curve has an elasticity equal to ______ and is a _______ line.",23371,23372,23373,23374,NA,NA,"zero, horizontal","zero, vertical","infinity, horizontal","infinity, vertical",NA,NA,"ost-type:concept-coach,blooms:1,time:short,dok:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:5-2-1,exid:stax-econ:1586,context-cnxmod:ca0ce46f-c92b-4c2c-bdea-ea964f4cb0aa,type:conceptual-or-recall"
"3714","5233@1",44,"A point ________ the budget constraint line indicates that the individual could have more of one good without having to give up any of the other.",23375,23376,23377,23378,NA,NA,"above (outside)","below (inside)","on","at the intersection of the y-axis",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-micro,book:stax-macro,context-cnxmod:bcfb5800-b883-4a63-8599-e098b407ddfc,lo:stax-econ:2-1-1,exid:stax-econ:37,type:conceptual-or-recall"
"3715","5233@1",44,"A point ________ the budget constraint line indicates that the individual could have more of one good without having to give up any of the other.",23375,23376,23377,23378,NA,NA,"above (outside)","below (inside)","on","at the intersection of the y-axis",NA,NA,"ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-micro,book:stax-macro,cnxmod:bcfb5800-b883-4a63-8599-e098b407ddfc,lo:stax-econ:2-1-1,id:stax-econ:37"
"3716","5233@2",5104,"A point ________ the budget constraint line indicates that the individual could have more of one good without having to give up any of the other.",263511,263512,263513,263514,NA,NA,"above (outside)","below (inside)","on","at the intersection of the y-axis",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-micro,book:stax-macro,context-cnxmod:bcfb5800-b883-4a63-8599-e098b407ddfc,lo:stax-econ:2-1-1,exid:stax-econ:37,type:conceptual-or-recall"
"3717","5234@2",1383,"A policy like _______ works like a pollution tax by punishing people who litter or refuse to recycle and reuse.",48377,48376,48375,48378,NA,NA,"a gasoline tax","a price ceiling","command-and-control regulations","bottle and can deposits",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:12-3-2,exid:stax-econ:1647,context-cnxmod:6e6ba498-0799-45d5-b1ab-033bc75987e4,type:conceptual-or-recall"
"3718","5234@2",1383,"A policy like _______ works like a pollution tax by punishing people who litter or refuse to recycle and reuse.",48377,48376,48375,48378,NA,NA,"a gasoline tax","a price ceiling","command-and-control regulations","bottle and can deposits",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:12-3-2,id:stax-econ:1647,cnxmod:6e6ba498-0799-45d5-b1ab-033bc75987e4"
"3719","5235@1",829,"A price ceiling imposed above equilibrium price will result in _______ in the market.",23383,23384,23385,23386,NA,NA,"excess supply (surplus)","excess demand (shortage)","excess returns","no change",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:4-3-2,id:stax-econ:1584,cnxmod:bd383464-a580-4b3c-b390-3f21ec0927b4"
"3720","5235@1",829,"A price ceiling imposed above equilibrium price will result in _______ in the market.",23383,23384,23385,23386,NA,NA,"excess supply (surplus)","excess demand (shortage)","excess returns","no change",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:4-3-2,exid:stax-econ:1584,context-cnxmod:bd383464-a580-4b3c-b390-3f21ec0927b4,type:conceptual-or-recall"
"3721","5235@2",5081,"A price ceiling imposed above the equilibrium price will result in _______ in the market.",263407,263408,263409,263410,NA,NA,"excess supply (surplus)","excess demand (shortage)","excess returns","no change",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:4-3-2,exid:stax-econ:1584,context-cnxmod:bd383464-a580-4b3c-b390-3f21ec0927b4,type:conceptual-or-recall"
"3722","5236@1",981,"A price ceiling set below the equilibrium price will result in a greater quantity ________ than the quantity ________, otherwise known as a shortage.",23387,23388,23389,23390,NA,NA,"supplied, demanded","produced, consumed","purchased, produced","demanded, supplied",NA,NA,"ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:n,dok:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:3-5-2,id:stax-econ:90,cnxmod:ca5194a5-4bbd-4eab-9244-83ac7481c07a"
"3723","5236@1",981,"A price ceiling set below the equilibrium price will result in a greater quantity ________ than the quantity ________, otherwise known as a shortage.",23387,23388,23389,23390,NA,NA,"supplied, demanded","produced, consumed","purchased, produced","demanded, supplied",NA,NA,"ost-type:concept-coach,blooms:1,time:short,dok:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:3-5-2,exid:stax-econ:90,context-cnxmod:ca5194a5-4bbd-4eab-9244-83ac7481c07a,type:conceptual-or-recall"
"3724","5237@1",2219,"A profit-maximizing firm will continue to produce in the short run as long as ____ is greater than _____.",23391,23392,23393,23394,NA,NA,"price, average variable cost","marginal cost, marginal revenue","elasticity, 1","average total cost, average variable cost",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:8-2-4,id:stax-econ:1611,cnxmod:f40095a9-d022-420c-ac1b-e9b08715aaf5"
"3725","5237@1",2219,"A profit-maximizing firm will continue to produce in the short run as long as ____ is greater than _____.",23391,23392,23393,23394,NA,NA,"price, average variable cost","marginal cost, marginal revenue","elasticity, 1","average total cost, average variable cost",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:8-2-4,exid:stax-econ:1611,context-cnxmod:f40095a9-d022-420c-ac1b-e9b08715aaf5,type:conceptual-or-recall"
"3726","5238@1",1391,"A restaurant owner trying to determine whether to borrow money to open a second restaurant will compare interest rates with _____.",23395,23396,23397,23398,NA,NA,"the expected rate of return","the size of the money supply","the prevailing wage","real estate prices",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:13-1-3,id:stax-econ:1655,cnxmod:57acaa8f-4986-4a7b-9dc0-ca7c14a87ea8"
"3727","5238@1",1391,"A restaurant owner trying to determine whether to borrow money to open a second restaurant will compare interest rates with _____.",23395,23396,23397,23398,NA,NA,"the expected rate of return","the size of the money supply","the prevailing wage","real estate prices",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:13-1-3,exid:stax-econ:1655,context-cnxmod:57acaa8f-4986-4a7b-9dc0-ca7c14a87ea8,type:conceptual-or-recall"
"3728","5238@2",5164,"A restaurant owner trying to determine whether to borrow money to open a second restaurant will compare interest rates with _____.",264319,264320,264321,264322,NA,NA,"the size of the money supply","the expected rate of return","the prevailing wage","real estate prices",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,lo:stax-econ:13-1-3,exid:stax-econ:1655,context-cnxmod:57acaa8f-4986-4a7b-9dc0-ca7c14a87ea8,type:conceptual-or-recall"
"3729","5239@1",380,"A revolution in the telecommunications industry makes it easier to use automated menu systems in restaurants. Which of the following describes the effect in the restaurant labor market?",23399,23400,23401,23402,NA,NA,"Labor demand shifts to the right.","Labor demand shifts to the left.","Labor supply shifts to the right.","Labor supply shifts to the left.",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:4-1-2,exid:stax-econ:1578,context-cnxmod:9557f76e-01e6-43b7-932c-1a91997ab42f,type:conceptual-or-recall"
"3730","5239@1",380,"A revolution in the telecommunications industry makes it easier to use automated menu systems in restaurants. Which of the following describes the effect in the restaurant labor market?",23399,23400,23401,23402,NA,NA,"Labor demand shifts to the right.","Labor demand shifts to the left.","Labor supply shifts to the right.","Labor supply shifts to the left.",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:4-1-2,id:stax-econ:1578,cnxmod:9557f76e-01e6-43b7-932c-1a91997ab42f"
"3731","5239@2",5112,"A revolution in the telecommunications industry makes it easier to use automated menu systems in restaurants. Which of the following describes the effect in the restaurant labor market?",263351,263352,263353,263354,NA,NA,"Labor demand shifts to the right.","Labor demand shifts to the left.","Labor supply shifts to the right.","Labor supply shifts to the left.",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:4-1-2,exid:stax-econ:1578,context-cnxmod:9557f76e-01e6-43b7-932c-1a91997ab42f,type:conceptual-or-recall"
"3732","5240@1",656,"A rise in the equilibrium wage rate will result in what change in the AD/AS model?",23403,23404,23405,23406,NA,NA,"The long-run aggregate supply curve will shift to the left.","The aggregate demand curve shifts to the right.","The short-run aggregate supply curve will shift to the right.","The equilibrium price will decrease.",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-macro,lo:stax-econ:24-3-2,exid:stax-econ:1444,context-cnxmod:57e78001-9993-4f6a-8170-dd559a3ae9c3,type:conceptual-or-recall"
"3733","5240@1",656,"A rise in the equilibrium wage rate will result in what change in the AD/AS model?",23403,23404,23405,23406,NA,NA,"The long-run aggregate supply curve will shift to the left.","The aggregate demand curve shifts to the right.","The short-run aggregate supply curve will shift to the right.","The equilibrium price will decrease.",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:n,dok:2,blooms:2,book:stax-econ,book:stax-macro,lo:stax-econ:24-3-2,id:stax-econ:1444,cnxmod:57e78001-9993-4f6a-8170-dd559a3ae9c3"
"3734","5240@2",4793,"A rise in the equilibrium wage rate will result in what change in the AD/AS model?",250959,250960,250961,250962,NA,NA,"The short-run aggregate supply curve will shift to the left.","The aggregate demand curve shifts to the right.","The short-run aggregate supply curve will shift to the right.","The equilibrium price will decrease.",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-macro,lo:stax-econ:24-3-2,exid:stax-econ:1444,context-cnxmod:57e78001-9993-4f6a-8170-dd559a3ae9c3,type:conceptual-or-recall"
"3735","5241@1",90,"A society is at its production possibilities frontier, but it would like fewer resources spent on wars and more spent on education. Implementing this preference represents an improvement in ________.",23407,23408,23409,23410,NA,NA,"opportunity costs","productive efficiency","allocative efficiency","diminishing marginal returns",NA,NA,"ost-type:concept-coach,blooms:1,time:short,dok:2,book:stax-econ,book:stax-micro,book:stax-macro,context-cnxmod:7c723662-c736-4aa7-8d75-2536a1c49e1a,lo:stax-econ:2-2-4,exid:stax-econ:1564,type:conceptual-or-recall"
"3736","5241@1",90,"A society is at its production possibilities frontier, but it would like fewer resources spent on wars and more spent on education. Implementing this preference represents an improvement in ________.",23407,23408,23409,23410,NA,NA,"opportunity costs","productive efficiency","allocative efficiency","diminishing marginal returns",NA,NA,"ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:n,dok:2,book:stax-econ,book:stax-micro,book:stax-macro,cnxmod:7c723662-c736-4aa7-8d75-2536a1c49e1a,lo:stax-econ:2-2-4,id:stax-econ:1564"
"3737","5241@2",5093,"A country produces two goods: education and weapons of war. It is on its production possibilities frontier. It would like fewer resourses spent on weapons of war and more spent on education. Implementing this preference represents an improvement in _________.",263523,263524,263525,263526,NA,NA,"opportunity costs","productive efficiency","allocative efficiency","diminishing marginal returns",NA,NA,"ost-type:concept-coach,blooms:1,time:short,dok:2,book:stax-econ,book:stax-micro,book:stax-macro,context-cnxmod:7c723662-c736-4aa7-8d75-2536a1c49e1a,lo:stax-econ:2-2-4,exid:stax-econ:1564,type:conceptual-or-recall"
"3738","5242@1",489,"A tradeoff diagram illustrates that to _____ production of one good or service, you must ______ production of another good or service.",23411,23412,23413,23414,NA,NA,"increase, increase","increase, decrease","equalize, equalize","decrease, decrease",NA,NA,"ost-type:concept-coach,blooms:1,time:short,dok:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:2-3-2,exid:stax-econ:1566,context-cnxmod:fb9f0233-8f5e-45d6-ae68-6ee09d563baa,type:conceptual-or-recall"
"3739","5242@1",489,"A tradeoff diagram illustrates that to _____ production of one good or service, you must ______ production of another good or service.",23411,23412,23413,23414,NA,NA,"increase, increase","increase, decrease","equalize, equalize","decrease, decrease",NA,NA,"ost-type:concept-coach,blooms:1,time:short,display:multiple-choice,requires-choices:n,dok:2,book:stax-econ,book:stax-micro,book:stax-macro,lo:stax-econ:2-3-2,id:stax-econ:1566,cnxmod:fb9f0233-8f5e-45d6-ae68-6ee09d563baa"
"3740","5243@1",2303,"A voting cycle occurs when people’s preferences are ordered in such a way that no one option is preferred by ________.",23415,23416,23417,23418,NA,NA,"everyone in the group","a majority of the group","anyone in the group","a minority of the group",NA,NA,"ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-micro,lo:stax-econ:18-3-2,id:stax-econ:697,cnxmod:d22fec32-6b22-42cc-b5b9-2e59fd462030"
"3741","5243@1",2303,"A voting cycle occurs when people’s preferences are ordered in such a way that no one option is preferred by ________.",23415,23416,23417,23418,NA,NA,"everyone in the group","a majority of the group","anyone in the group","a minority of the group",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-micro,lo:stax-econ:18-3-2,exid:stax-econ:697,context-cnxmod:d22fec32-6b22-42cc-b5b9-2e59fd462030,type:conceptual-or-recall"
"3742","5244@1",1585,"According to a neoclassical economist, the government should respond to a decrease in aggregate demand by _____.",23419,23420,23421,23422,NA,NA,"doing nothing","stimulating the economy","raising interest rates","balancing the budget",NA,NA,"ost-type:concept-coach,display:multiple-choice,requires-choices:n,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-macro,lo:stax-econ:26-1-3,id:stax-econ:1060,cnxmod:c70f8933-4eff-4151-a4af-c77e853ae75c"
"3743","5244@1",1585,"According to a neoclassical economist, the government should respond to a decrease in aggregate demand by _____.",23419,23420,23421,23422,NA,NA,"doing nothing","stimulating the economy","raising interest rates","balancing the budget",NA,NA,"ost-type:concept-coach,dok:2,blooms:2,time:medium,book:stax-econ,book:stax-macro,lo:stax-econ:26-1-3,exid:stax-econ:1060,context-cnxmod:c70f8933-4eff-4151-a4af-c77e853ae75c,type:conceptual-or-recall"
"3744","5245@1",1602,"According to neoclassical economics, when people have full information and rational expectations, which of these takes place?",23423,23424,23425,23426,NA,NA,"Wages and prices change quickly in response to changing economic conditions.","Wages and prices respond to economic changes slowly and gradually.","Aggregate demand is usually in line with aggregate supply.","Aggregate demand changes much more quickly than aggregate supply.",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,book:stax-econ,book:stax-macro,cnxmod:c70f8933-4eff-4151-a4af-c77e853ae75c,lo:stax-econ:26-1-4,id:stax-econ:1466"
"3745","5245@1",1602,"According to neoclassical economics, when people have full information and rational expectations, which of these takes place?",23423,23424,23425,23426,NA,NA,"Wages and prices change quickly in response to changing economic conditions.","Wages and prices respond to economic changes slowly and gradually.","Aggregate demand is usually in line with aggregate supply.","Aggregate demand changes much more quickly than aggregate supply.",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-macro,context-cnxmod:c70f8933-4eff-4151-a4af-c77e853ae75c,lo:stax-econ:26-1-4,exid:stax-econ:1466,type:conceptual-or-recall"
"3746","5246@1",53,"According to the aggregate production function, which of the following phenomena would lead to growth in GDP per capita?",23427,23428,23429,23430,NA,NA,"population growth","monetary growth","increases in technology per person","increases in exports",NA,NA,"ost-type:concept-coach,time:short,display:multiple-choice,requires-choices:y,dok:2,blooms:2,book:stax-econ,book:stax-macro,lo:stax-econ:20-2-2,id:stax-econ:1698,cnxmod:513f94fd-f7fd-42a5-a3f0-ce6f60ea4da0"
"3747","5246@1",53,"According to the aggregate production function, which of the following phenomena would lead to growth in GDP per capita?",23427,23428,23429,23430,NA,NA,"population growth","monetary growth","increases in technology per person","increases in exports",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-macro,lo:stax-econ:20-2-2,exid:stax-econ:1698,context-cnxmod:513f94fd-f7fd-42a5-a3f0-ce6f60ea4da0,type:conceptual-or-recall"
"3748","5247@1",2022,"According to the Ricardian equivalence, private saving should increase when there is an increase in _____.",23431,23432,23433,23434,NA,NA,"government borrowing","the budget surplus","the trade deficit","private investment",NA,NA,"ost-type:concept-coach,time:short,dok:2,blooms:2,book:stax-econ,book:stax-macro,lo:stax-econ:31-3-1,exid:stax-econ:1501,context-cnxmod:a55caf40-0f62-4d81-b0b4-2cc1e9de8b32,type:conceptual-or-recall"
